HP:0005437,0.06665409,A501
HP:0001057,0.034896877,A502
HP:0008041,0.02235225,A5030
HP:0000491,0.068346635,A5031
HP:0012424,0.12674198,A5032
HP:0000519,0.06686986,A5039
HP:0010301,0.039561354,A5040
HP:0001287,0.09948309,A5041
HP:0002383,0.15002209,A5042
HP:0006903,0.027000185,A5043
HP:0000648,0.17213371,A5044
HP:0010891,0.056203038,A5045
HP:0011451,0.09312934,A5049
HP:0001367,0.12544122,A5051
HP:0012413,0.99881554,A5052
HP:0012413,0.73196095,A5053
HP:0005855,0.039521698,A5054
HP:0001374,0.036980577,A5055
HP:0010885,0.038031984,A5056
HP:0011120,0.8204409,A5057
HP:0002719,0.043790065,A5059
HP:0032169,0.0558453,A506
HP:0005437,0.026119823,A507
HP:0001057,0.09178521,A509
HP:0010787,0.098627046,A510
HP:0032186,0.14268832,A511
HP:0032101,0.010982253,A512
HP:0200043,0.04759474,A5131
HP:0011123,0.0697536,A5132
HP:0032162,0.07710198,A5139
HP:0001287,0.310092,A5141
HP:0010891,0.042107083,A5142
HP:0100653,0.01439595,A5143
HP:0000123,0.14607254,A5144
HP:0012115,0.13488598,A5145
HP:0010891,0.061185442,A5146
HP:0000403,0.021182457,A5149
HP:0002719,0.06483063,A515
HP:0002719,0.035098605,A519
HP:0002960,0.045166817,A5200
HP:0004942,0.34313592,A5201
HP:0012089,0.20569262,A5202
HP:0100584,0.5362422,A5203
HP:0005318,0.18371867,A5204
HP:0001297,0.05661369,A5205
HP:0001627,0.23123388,A5206
HP:0001626,0.08314489,A5209
HP:0011450,0.06022709,A5210
HP:0003487,0.07835197,A5211
HP:0002921,0.22489247,A5212
HP:0001287,0.18879437,A5213
HP:0002383,0.35682672,A5214
HP:0007108,0.06839342,A5215
HP:0002821,0.9872252,A5216
HP:0003470,0.50494844,A5217
HP:0011450,0.09107874,A5219
HP:0011450,0.10934484,A522
HP:0011450,0.09766277,A523
HP:0007642,0.02630663,A5271
HP:0025426,0.084989026,A5272
HP:0002205,0.07110727,A5273
HP:0001392,0.06861274,A5274
HP:0000069,0.24576549,A5275
HP:0002719,0.10329266,A5276
HP:0004348,0.20194069,A5277
HP:0100240,0.04638014,A5278
HP:0002719,0.053242635,A5279
HP:0032169,0.055298857,A528
HP:0002719,0.040029623,A529
HP:0032101,0.0469571,A530
HP:0032101,0.042784553,A539
HP:0005430,0.34689912,A5400
HP:0500006,0.28093773,A5401
HP:0005430,0.30369076,A5402
HP:0005430,0.30131885,A5403
HP:0005430,0.38903323,A5409
HP:0500006,0.048771806,A541
HP:0005430,0.08700444,A5421
HP:0000024,0.42110223,A5422
HP:0005430,0.113977194,A5423
HP:0005430,0.10778397,A5424
HP:0005430,0.5480097,A5429
HP:0005430,0.4714244,A5430
HP:0005430,0.41789857,A5431
HP:0005430,0.25008684,A5432
HP:0005430,0.27833828,A5433
HP:0005430,0.5129007,A5439
HP:0005430,0.17294009,A5440
HP:0005430,0.13642113,A5441
HP:0005430,0.32685167,A5442
HP:0005430,0.3618776,A5443
HP:0005430,0.12750864,A5449
HP:0005430,0.51208127,A545
HP:0005430,0.23958035,A546
HP:0005430,0.35152543,A5481
HP:0030049,0.30097318,A5482
HP:0005430,0.31588626,A5483
HP:0005430,0.4332173,A5484
HP:0005430,0.43168125,A5485
HP:0005430,0.5528357,A5486
HP:0005430,0.7726744,A5489
HP:0005430,0.60998976,A549
HP:0500006,0.11668817,A55
HP:0002718,0.15485345,A5600
HP:0500006,0.35752857,A5601
HP:0030683,0.87044847,A5602
HP:0002718,0.13064456,A5609
HP:0000024,0.0970272,A5611
HP:0032260,0.11998149,A5619
HP:0002718,0.13382865,A562
HP:0000143,0.15410952,A563
HP:0430015,0.040199004,A564
HP:0032101,0.08625019,A568
HP:0500006,0.10253607,A57
HP:0032252,0.3522959,A58
HP:0000119,0.10593275,A5900
HP:0030683,0.8901795,A5901
HP:0000024,0.61635005,A5902
HP:0500006,0.21338424,A5903
HP:0000119,0.23319156,A5909
HP:0000687,0.034238517,A598
HP:0002719,0.07611206,A599
HP:0005353,0.119360566,A6000
HP:0100850,0.062455714,A6001
HP:0010461,0.057159107,A6002
HP:0005353,0.15801904,A6003
HP:0005353,0.28029338,A6004
HP:0005353,0.12062015,A6009
HP:0002034,0.05894474,A601
HP:0005353,0.26920918,A609
HP:0032301,0.5610854,A630
HP:0000078,0.00025318042,A638
HP:0000078,0.03834096,A64
HP:0032101,0.07727237,A65
HP:0032162,0.02782016,A660
HP:0007616,0.036638346,A661
HP:0011354,0.05320686,A662
HP:0000962,0.1875981,A663
HP:0200042,0.032536723,A664
HP:0000118,1.6770322e-05,A665
HP:0004348,0.3395727,A666
HP:0032101,0.08067461,A667
HP:0032516,0.04325672,A668
HP:0032101,0.032309763,A669
HP:0007616,0.114323184,A670
HP:0007616,0.067792065,A671
HP:0007616,0.047262013,A672
HP:0007616,0.13271669,A673
HP:0007616,0.023691285,A679
HP:0032249,0.083910085,A680
HP:0032249,0.17590436,A681
HP:0002373,0.0643169,A689
HP:0011107,0.5340196,A690
HP:0001055,9.906216e-05,A691
HP:0002960,0.12210989,A6920
HP:0001287,0.18535766,A6921
HP:0002960,0.15726283,A6922
HP:0001369,0.20957153,A6923
HP:0032249,0.050117243,A6929
HP:0002718,0.16762426,A698
HP:0032101,0.13681197,A699
HP:0005430,0.14592406,A70
HP:0001128,0.037642732,A710
HP:0005482,0.024204325,A711
HP:0000119,0.028046811,A719
HP:0000509,0.33812383,A740
HP:0002586,0.4352683,A7481
HP:0032101,0.11429925,A7489
HP:0002718,0.110622786,A749
HP:0032249,0.11494806,A750
HP:0032249,0.04932127,A751
HP:0032249,0.09824081,A752
HP:0032249,0.16328666,A753
HP:0032249,0.071912184,A759
HP:0032249,0.12334305,A770
HP:0032249,0.12099393,A771
HP:0032249,0.08340243,A772
HP:0032249,0.07146037,A773
HP:0001911,0.025743207,A7740
HP:0032249,0.020936664,A7741
HP:0032249,0.020304326,A7749
HP:0032249,0.102006815,A778
HP:0032249,0.0445194,A779
HP:0001945,0.6635978,A78
HP:0032249,0.24435396,A790
HP:0001055,0.032600008,A791
HP:0100832,0.033529125,A7981
HP:0000707,0.00036418036,A7989
HP:0032249,0.029207002,A799
HP:0020090,0.09956359,A800
HP:0010549,0.054935038,A801
HP:0020090,0.055904545,A802
HP:0010549,0.1098475,A8030
HP:0010549,0.10405526,A8039
HP:0004374,0.056506485,A804
HP:0020090,0.064093724,A809
HP:0002511,0.12139188,A8100
HP:0002511,0.16852924,A8101
HP:0002511,0.11149941,A8109
HP:0030991,0.16653731,A811
HP:0410302,0.033291943,A000
HP:0410302,0.037354566,A001
HP:0012719,0.0074099833,A009
HP:0002373,0.07279891,A0100
HP:0001287,0.7690594,A0101
HP:0032249,0.10235281,A0102
HP:0002090,0.37400025,A0103
HP:0001369,0.26555145,A0104
HP:0005661,0.5098921,A0105
HP:0032101,0.048321094,A0109
HP:0002720,0.08517067,A011
HP:0032249,0.09416083,A012
HP:0001945,0.13321266,A013
HP:0002373,0.03217235,A014
HP:0032167,0.3469963,A020
HP:0005661,0.46765572,A021
HP:0002718,0.05490499,A0220
HP:0005661,0.44942436,A0221
HP:0005661,0.7847948,A0222
HP:0005661,0.69181013,A0223
HP:0005661,0.9952955,A0224
HP:0012330,0.49301094,A0225
HP:0032260,0.035863288,A0229
HP:0002718,0.016103707,A028
HP:0004798,0.08514054,A029
HP:0005420,0.033145983,A030
HP:0002718,0.035787247,A031
HP:0002718,0.054294772,A032
HP:0005420,0.034213267,A033
HP:0002719,0.019429322,A038
HP:0004798,0.11883924,A039
HP:0002740,0.6966932,A040
HP:0002740,0.6245831,A041
HP:0002740,0.60716146,A042
HP:0002740,0.70860535,A043
HP:0002740,0.7176321,A044
HP:0032167,0.6115341,A045
HP:0032167,0.12410507,A046
HP:0032167,0.47951454,A0471
HP:0032167,0.3562625,A0472
HP:0002718,0.1509568,A048
HP:0004798,0.16196033,A049
HP:0410333,0.046405263,A050
HP:0032166,0.04250884,A051
HP:0032167,0.6141213,A052
HP:0032167,0.035471175,A053
HP:0031838,0.031315967,A054
HP:0032167,0.045873776,A055
HP:0012719,0.015413833,A058
HP:0032166,0.13512915,A059
HP:0020106,0.062267043,A060
HP:0100281,0.09465043,A061
HP:0100280,0.17363894,A062
HP:0002242,0.12659149,A063
HP:0100523,0.7991433,A064
HP:0025044,0.46213254,A065
HP:0030049,0.7756027,A066
HP:0001581,0.13388194,A067
HP:0100577,0.115594104,A0681
HP:0002718,0.18937357,A0682
HP:0020104,0.19462174,A0689
HP:0004798,0.17934129,A069
HP:0002242,0.07219038,A070
HP:0020106,0.5989519,A071
HP:0032101,0.12155141,A072
HP:0020104,0.11138733,A073
HP:0032101,0.070136786,A074
HP:0012718,0.117000625,A078
HP:0002242,0.10007115,A079
HP:0032167,0.20515247,A080
HP:0032166,0.026539523,A0811
HP:0100833,0.015001026,A0819
HP:0012115,0.044222333,A082
HP:0032167,0.090892985,A0831
HP:0032167,0.1395028,A0832
HP:0006562,0.06811755,A0839
HP:0004798,0.16211015,A084
HP:0004798,0.33443117,A088
HP:0100280,0.44076926,A09
HP:0032262,0.7144852,A150
HP:0032271,0.26477405,A154
HP:0005607,0.073686615,A155
HP:0002102,0.88169086,A156
HP:0032262,0.26487175,A157
HP:0032271,0.3171577,A158
HP:0032271,0.22970131,A159
HP:0001287,0.49124566,A170
HP:0032070,0.21021156,A171
HP:0100006,0.13986276,A1781
HP:0001287,0.2238239,A1782
HP:0031002,0.1126297,A1783
HP:0032260,0.24722007,A1789
HP:0032271,0.11432215,A179
HP:0032271,0.28381568,A1801
HP:0001369,0.22908477,A1802
HP:0032271,0.18510158,A1803
HP:0032260,0.090140775,A1809
HP:0007379,0.17957436,A1810
HP:0000069,0.17480204,A1811
HP:0032271,0.24718638,A1812
HP:0000509,0.37056953,B0231
HP:0001094,0.5635407,B0232
HP:0000491,0.5996701,B0233
HP:0100532,0.48466548,B0234
HP:0005353,0.25549132,B0239
HP:0031696,0.37169525,B027
HP:0005353,0.080660045,B028
HP:0005353,0.13789542,B029
HP:0001055,0.046328258,B03
HP:0032249,0.099647656,B04
HP:0020088,0.23393106,B050
HP:0020088,0.22755161,B051
HP:0020088,0.28409487,B052
HP:0000403,0.39355993,B053
